,Name,style,IBU,ABV,Description
884,Tritonia With Pineapple & Lemon,Sour - Fruited Gose,5 IBU,4.5% ABV,Tritonia Gose with pineapp
886,See the Stars,Stout - Imperial / Double,90 IBU,10.9% ABV,Aged for over a year in Willett bourbon barrels previously used to age Mac's Maple syrup for f
887,Tropicalisima,IPA - Imperial / Double,80 IBU,8% ABV,"Double IPA riff on Tropicália IPA. Citra, Centennial, and G"
889,Elevated IPA,IPA - American,100 IBU,7.2% ABV,It’s pretty good. You should try it. Ge
890,Project Dank,IPA - American,100 IBU,7.5% ABV,"Project Dank is just that; a project. An ever-changing expression of our hoppiest endeavors, each recipe is different, featuring different hops and hopping"
891,A Slice of Hefen,Wheat Beer - Hefeweizen,15 IBU,5.4% ABV,"A traditional take on a Bavarian classic! Poured into a 23 oz. Hefe glass, this beer is served mit hefe with a voluminous white head. The aroma is everything"
892,Malpais Stout,Stout - Foreign / Export,60 IBU,7.5% ABV,"This is a meal in a glass. Brewed with 7 different malts and served cask-conditioned, you should be ready for a full onslaught of creamy stout intensity."
893,Sun Fade,IPA - New England / Hazy,40 IBU,6.5% ABV,"Lush with bright fruit from the interplay of our house yeast and irresponsible levels of dry-hopping, Sun Fade quenches the dryness of the Southwestern"
894,Beer,Lager - Pale,23 IBU,4.7% ABV,Too snobby for a good ol’ beer? Looks like beer... Smells like beer... Tastes like beer... it’s BEER. Our aptly named lager is light in body but substantial
895,Full Nelson,IPA - Imperial / Double,100 IBU,8.7% ABV,To call Nelson Sauvin an aggressive hop would be a vast understatement. What would happen if you made a DIPA that featured this hop??? Over 10 lbs./bbl
897,El Jugo,IPA - New England / Hazy,40 IBU,6.2% ABV,"A post-modern India Pale Ale Aromas of tropical fruits leap out of the glass of this post-modern IPA; guava, peaches, passionfruit and pineapple are all"
898,Acclimated APA,Pale Ale - American,35 IBU,5.3% ABV,"Elevate, elevate, elevate… It’s what we’ve been doing for 8 years now. We’re really, really good at it. But we’re looking to settle into the warmer months"
899,Strawberry Gose,Sour - Fruited Gose,10 IBU,5% ABV,Lots of strawberry adde
900,Fievre d'Abricot,Farmhouse Ale - Saison,25 IBU,8% ABV,Saison with apricots added at the end of f
902,Father Nelson,IPA - Imperial / Double,100 IBU,10.6% ABV,"Irresponsible, offensive, repugnant, blasphemous and downright creepy. This is Father Nelson. Father Nelson is a very bad beer. Reaching to the outer"
903,La Negra,Stout - Russian Imperial,80 IBU,10.5% ABV,"Big, black, and beautiful. La Negra is an oak-aged Russian Imperial Stout, brewed with our British Pale malt, and an enormous amount of roasted malts."
904,Hoplaunch,IPA - American,75 IBU,7.5% ABV,Nice crisp clean hoppy west coast IPA
905,Pyramid Rock Amber Ale,Red Ale - American Amber / Red,45 IBU,5.8% ABV,"Going back to our recipes developed in the shadow of the Western NM monolith, this is nothing like your standard American Amber; no American hops to be"
906,Altimeter,IPA - American,60 IBU,6.7% ABV,Put a gauge on your lupulin levels with this brightly floral IPA that finishes with a medium light body and a balanced 
907,Oktoberfest,Festbier,28 IBU,5.4% ABV,Bavarian style lager. 
908,Ryeot IPA,IPA - Rye,75 IBU,6.5% ABV,"A malted magic hop bomb. Balanced, but abrasive, our rye India Pale Ale marries intense hop aroma with the spiciness of the finest malted Rye under a"
909,Gilded Age Porter,Porter - American,35 IBU,5.7% ABV,"Harkening back to a time when pale malts had not yet been created, our deep black Porter is rich but balanced, intensely chocolatey bu"
910,Project Dank Winter Edition,IPA - Imperial / Double,100 IBU,7.5% ABV,Healthy amounts of hops. Kinda fruity
911,South Peak Pilsner,Pilsner - Other,45 IBU,5.3% ABV,"Are you craving something a little more rustic? Our pilsner will get you there. Loads of Czech and German hops, the finest quality Continental pilsnet"
913,Wet Hopped Elevated IPA,IPA - American,100 IBU,7.2% ABV,I can hear the jinglers now… “It’s the most wonderful time of the year!” The hop harvest is a very special time for the craft brewing industry. For many
914,Furious,IPA - American,100 IBU,6.7% ABV,"The beer that built Surly. Aggressively hopped and citrusy, but with a chewy, caramel mal"
915,Axe Man,IPA - American,65 IBU,7.2% ABV,"Double dry-hopping with Citra and Mosaic hops creates this world-renowned IPA’s intense tropical fruit and citrus aromas. Brewed with Golden Promise malt,"
916,Abrasive Double IPA,IPA - Imperial / Double,100 IBU,9.2% ABV,"A massive dose of Citra hops launch our legendary double IPA (Minnesota’s first, and a nod to our abrasives factory origin) into the hophead stratosphere"
919,Hell,Lager - Helles,20 IBU,5% ABV,"Hell is German for ""light."" A pale gold lager with bready malt aromas and flavors, floral hop aroma, and a balan"
920,OverRated,IPA - American,69 IBU,7.3% ABV,"It’s been said, “It’s easier to brew an extremely hoppy beer than an extremely balanced beer.” And you know us, we are always looking for the easy way"
921,Bender,Brown Ale - American,25 IBU,5.1% ABV,"This beer is an amalgamation of styles; brown/porter/APA. Five distinct malts, including two from Belgium, give this beer added complexity and depth."
922,Cynic,Farmhouse Ale - Saison,33 IBU,6.5% ABV,"Oh great, a fizzy yellow beer in a can, that's just what the craft beer world needs! CynicAle melds Old World ingredients in a new school style. French"
923,Blakkr (Surly Release),IPA - Imperial / Double Black,85 IBU,9.99% ABV,"This double black as night IPA is too massive for just one brewery's efforts. BLAKKR took the trinity of Real Ale Brewing Co., Surly Brewing Co. and Three"
928,Cacao Bender,Brown Ale - American,45 IBU,5.5% ABV,"Our oatmeal brown ale gets aged on cacao nibs and vanilla (beans, not extract) and finished with cold press coffee, yielding a lush, cappuccino-like creaminess."
932,Smoke,Smoked Beer,50 IBU,8.2% ABV,"Ebony-hued, Smoke wafts out of the bottle and into your senses, borne on the wings of European traditions, wrapped in American innovation. Lager-brewed,"
934,Bitter Brewer,English Bitter,37 IBU,4.1% ABV,"Brewed with lots of Golden Promise and Pale Ale malts with a touch of Oats and light hazy gold in color. Ultra crisp bitterness from Warrior hops, with"
935,Ten,Old Ale,63 IBU,9.5% ABV,"Brewed with pale ale, crystal malts, invert sugar and aged on toasted sassafras, this celebratory Old Ale is meant for sharing. Amber in color with aged"
939,IPA,IPA - American,65 IBU,7.2% ABV,"When the first pale ales were sailed around the cape to arrive in India in the early 18th center, outcries of ""Zounds!"", ""Jolly good!"", and ""Huzzah!"""
940,Pilsner,Pilsner - Czech,38 IBU,4.9% ABV,The story of pilsner starts in 19th century Bohemia when a Bavarian monk smuggled a special yeast to a brewmaster in Pilsen. The story of pFriem Pilsner
941,Blonde IPA,IPA - American,50 IBU,6.25% ABV,"The great brewmasters of the Pacific Northwest are reverent of the past and its brewing traditions but never cease to look forward, tinkering and experimenting"
942,Hazy IPA,IPA - New England / Hazy,35 IBU,6.8% ABV,"Seeking out some haze? pFriem Hazy IPA has tropical aromas of clementine, peach, strawberry, mango, and papaya, and juicy notes of grapefruit, white grape,"
943,Belgian Strong Dark,Belgian Strong Dark Ale,38 IBU,10% ABV,"Belgians say, “Op uw gezondheid’” when toasting, but you don’t have to speak Flemish to appreciate the bold, complex flavors of fig dipped in dark chocolate,"
944,Belgian Strong Blonde,Belgian Strong Golden Ale,30 IBU,7.5% ABV,Flemish Etiquette implores you to wait and see if your host offers a toast before sipping your drink. Where his Belgian Strong Blonde is concerned Pfriem
945,Wit,Wheat Beer - Witbier / Blanche,18 IBU,5.1% ABV,"It is considered polite in Belgium to stand for a toast. Stand now, and raise a glass to sweet aromas of orange and spice, light-creamy flavor and a refreshing"
946,Mosaic Single-Hop Pale Ale,Pale Ale - American,45 IBU,5.9% ABV,"Deep within the arid climate of Washington’s Yakima Valley grows the Mosaic Hop, a newcomer that makes its debut in our pFriem Mosaic Single Hop Pale."
947,Dank IPA,IPA - American,70 IBU,7.8% ABV,"Tropical fruit, grapefruit; da"
948,Winter Ale,Winter Ale,65 IBU,7.5% ABV,"Cozy up to the fire with a pint of pFriem’s Winter Ale and gift your taste-buds with hints of spice, orange zest, caramel and a touch of spruce tree."
949,Citrus Zest IPA,IPA - American,45 IBU,6.3% ABV,"By adding citrus zest to fruit and citrus forward hops, we've boosted the fruit flavors in pFreim Citrus IPA. Notes of melon and papaya, and a zesty finish"
950,Double IPA,IPA - Imperial / Double,90 IBU,9% ABV,"Just like the name implies, brewing a batch of pFriem Double IPA takes twice the regular amount of malt and hops. That means each pint is brimming with"
951,Bourbon Barrel Imperial Stout,Stout - Imperial / Double,70 IBU,11.5% ABV,"Imperial Stout was invented for Czar Peter the Great. pFriem’s Barrel Aged version soaks an entire year, for roasted malt and cherry notes to make you"
952,Saison,Farmhouse Ale - Saison,32 IBU,6.5% ABV,"Inspired by the farmhouse beers aged during the cold Belgian winters, pFriem Saison is a fragrant ale ready to warm any palate with tropical notes of"
953,Down Under IPA,IPA - American,65 IBU,7.2% ABV,"Say g’day to an ale brewed with some of Australia’s finest hops. pFriem Down Under IPA is a bright copper beer overflowing with notes of strawberry, kiwi,"
954,Flanders Red,Sour - Flanders Red Ale,10 IBU,7% ABV,"pFriem Flanders Red is a tribute to the Burgundies of Belgium, the red ales that once captivated the country. Each glass is rich with notes of cherry,"
955,Oude Kriek,Lambic - Kriek,6 IBU,5.6% ABV,"Adding fresh, Hood River cherries to our barrel aged lambic ale makes us happy, but 10 months later, flavors of cherry pie and the dry, tangy finish are"
956,Jammy Pale Ale,Pale Ale - American,32 IBU,5.4% ABV,"Did someone say Jammy? pFriem Jammy Pale is rife with aromas of marionberries, strawberry preserves, candied pineapple, and peach, and round notes of"
957,Belgian Christmas Ale,Belgian Dubbel,30 IBU,8% ABV,"In Belgium, Old St. Nick delivers a bundle of sticks to those who have behaved badly throughout the year. Just to be safe, we suggest foregoing cookies"
959,Flanders Blonde,Belgian Blonde,15 IBU,7.1% ABV,"After being aged for 18 months in a Pinot Noir barrel, pFriem Flanders-Style Blonde Ale, overflowing with aromas of green apple and lemon zest, is finally"
960,Pêche,Lambic - Fruit,6 IBU,5.8% ABV,"When we add juicy, heirloom peaches to our year-old Lambic-inspired ale, magic happens— they unite, gushing with bright acidity, nutty undertones and"
961,Super Saison,Farmhouse Ale - Saison,38 IBU,9.5% ABV,"Winter is when the strongest Saisons were brewed. In fact, these super brews were so coveted that they were saved to celebrate Christmas. Of course, December"
962,Pumpkin Bier,Pumpkin / Yam Beer,15 IBU,6.9% ABV,Each batch of pFriem Pumpkin Bier is made with fresh pumpkin and real spices in addition to the standard malt and hops. That’s why every pint is overflowing
963,Bosbessen,Wild Ale - American,6 IBU,6% ABV,Fresh blueberries with a barrel-aged lambic
964,Anti-Hero,IPA - American,65 IBU,6.7% ABV,"Our flagship IPA is supremely aromatic, crisp, and drinkable. This iconic ale features a blend of Citra, Crystal, Centennial, and Chinook to create a"
965,Fist City,Pale Ale - American,45 IBU,5.5% ABV,"Fist City is a Chicago Pale Ale that flashes with citrusy hops and crackles with a light, crisp bitterness. It's the perfect sidekick to relaxing fun,"
966,A Little Crazy,Pale Ale - Belgian,35 IBU,6.8% ABV,"A Belgian Pale Ale that is a Little Crazy! Pale Ale, Munich & Caramunich malts provide a nice, toasty flavor with hints of caramel. Belgian Wit yeast"
967,Fistmas,Red Ale - Other,31 IBU,6.5% ABV,"Our Holiday Red Ale is steeped with ginger root and orange peel, resulting in a beer with aromas of fresh baked bread, caramel, and stone fruits. Fistmas"
968,Eugene,Porter - American,28 IBU,6.8% ABV,"A striking, robust porter full of warmth and chocolate malt and is named after Eugene V. Debs, an American union leader and activist who led the Pullman"
969,Oktoberfest,Märzen,25 IBU,5.7% ABV,"A stein full of traditional Märzen offered in anticipation of those days filled with sausage, pretzels, and a table full of friends. Our brewers put all"
970,Galaxy-Hero,IPA - American,70 IBU,7% ABV,"Brewed for the Chicago Comic and Entertainment Expo, this IPA shoots a raygun blast of Galaxy and Zythos hops into your mouth and leaves a crisp, dry"
971,Citra-Hero,IPA - American,85 IBU,7.5% ABV,"Citra Hero is an elegant American IPA designed to showcase the Citra Hop variety and its wonderful, bright citrus aromas and flavors. Multiple additions"
972,Rosa Hibiscus Ale,Spiced / Herbed Beer,20 IBU,5.8% ABV,"A highly drinkable Golden Ale steeped with hibiscus, resulting in a delicious summer ale with natural tartness and a sligh"
973,Bottom Up Wit,Wheat Beer - Witbier / Blanche,14 IBU,5.1% ABV,Our interpretation of this classic and refreshing Belgian style Wit ale is brewed with organic pilsner and wheat malts from Canada. Freshly ground coriander
974,Sun Crusher,Wheat Beer - American Pale Wheat,25 IBU,5.3% ABV,Cool off this Summer with a juicy and refreshing Chicago favorite built for the season. Bask in radiant citrus notes while soaking up its floral ambiance.
975,Hazy Hero,IPA - New England / Hazy,50 IBU,7.3% ABV,"Gaze into the mist and discover the transcendental supremacy of American hops in Revolution's newest Hazy IPA. A smooth, velvety body sets the stage for"
976,Deth's Tar,Stout - Imperial / Double Oatmeal,35 IBU,14.8% ABV,Witness the firepower of this fully operational Barrel-Aged Imperial Oatmeal Stout. Brewed with English specialty malts and the addition of flaked and
977,Mosaic-Hero,IPA - American,75 IBU,7.5% ABV,The IPA is brewed with Pale and CaraFoam malts and Naked Golden Oats to yield a rich copper color and smooth mouthfeel. We minimized the specialty malts
978,Crystal-Hero,IPA - American,75 IBU,7.2% ABV,"A crisp and refreshing IPA exploding with fresh floral hop character, named for a somewhat forgotten yet amazing hop variety named Crystal. A unique hopping"
979,Unsessionable,IPA - Imperial / Double,100 IBU,10% ABV,"One of the biggest and baddest IPAs we've ever made. Six hope varieties including tons of Galaxy infuse this giant IPA with flavors and aromas of pine,"
980,Cross of Gold,Golden Ale,25 IBU,4.8% ABV,"Cross of Gold is a straightforward, refreshing Golden Ale from the very first days of Revolution. It began life in our Chairman's basement pilot brew"
981,Freedom of Speach,Sour - Fruited,7 IBU,4.5% ABV,"A soaring wave of lush ripe peach, elevated by a naturally tart finish. A thirst-quenching declaration for when you want to amplify "
982,Straight Jacket,Barleywine - English,30 IBU,13.1% ABV,Our Barleywine Ale features American and Belgian malts which provide the base of this extraordinary ale. After 12 months in bourbon barrels the award-winning
983,Jukebox-Hero,IPA - Black / Cascadian Dark Ale,75 IBU,7.5% ABV,"Our Black IPA is bursting with crisp, clean bitterness and layers of wonderful American hop character shining against a roasted mal"
984,1ZEnuff,IPA - Imperial / Double,100 IBU,11% ABV,"Another huge IPA knocking you out with a four-hop blend of Chinook, Amarillo, Crystal, and Simcoe hops. This imperial IPA clocks in at 100 IBUs and 11%"
985,Double Fist,IPA - Imperial / Double,90 IBU,8% ABV,A double pale ale with deep orange color and subtle caramel sweetness. Warrior hops for bittering and Centennial and Cascade for their proven flowery/
986,Café Deth,Stout - Imperial / Double Coffee,35 IBU,14.8% ABV,A weaponized quantity of freshly roasted whole bean coffee from Dark Matter Coffee imbues our Deth’s Tar Barrel-Aged Imperial Oatmeal Stout with assertive
987,Tropic-Hero,IPA - American,70 IBU,7% ABV,"Tropic Hero is an American IPA brewed with 2-row and Pale malts to establish a smooth malt profile and golden color.  We used Apollo, Warrior, Crystal,"
988,Local-Hero,IPA - American,65 IBU,7.5% ABV,"This IPA is brewed with Centennial, Cascade, Chinook, and Nugget hops, all from our friends at Hop Heads Farms in Hickory C"
989,Spotted Cow,Farmhouse Ale - Other,18 IBU,4.8% ABV,Cask conditioned ale has been the popular choice among brews since long before prohibition. We continue this pioneer spirit with our Wisconsin farmhouse
997,Scream IIPA,IPA - Imperial / Double,85 IBU,9% ABV,"Scream pierces reality, effortlessly slicing our sky, He flies over the Brewery just as Abe circled over Wisconsin’s 8th Infantry during the Civil War."
998,Fat Squirrel,Brown Ale - Other,30 IBU,5.8% ABV,"One deceptively spring like winter day, Brewmaster Dan walked home from the brewery, sat down to dinner and said, ""Boy, there are some fat squirrels out"
1002,Dancing Man Wheat,Wheat Beer - Hefeweizen,12 IBU,7.2% ABV,If you dream of wheat this brew will get your toes tapping. Since 1995 we have brewed Bavarian style wheat beers exclusively for the same great state
1014,Daisy Cutter Pale Ale,Pale Ale - American,60 IBU,5.2% ABV,"An American west coast Pale Ale chock full of dank, aromatic hops that bite up front, then ease into citrus, and set the finish up to nail the spot"
1015,GoneAway,IPA - American,60 IBU,7.1% ABV,GoneAway is a western charged firecracker. We conjured the classics and then laid them on a bed of pale malt. This India Pale Ale shoots straight to the
1016,Vallejo,IPA - American,68 IBU,6.7% ABV,An India Pale Ale we brewed with coastal spirit. This hop crasher sharply dives into the very deep waters of bi
1018,Navaja,IPA - Imperial / Double,100 IBU,10% ABV,"Double India Pale Ale brewed with Golden Promise malt, hopped with Mosaic, Simcoe, Cit"
1041,Noble Star Collection: Cypress Blanc,Sour - Berliner Weisse,4 IBU,7% ABV,"We brewed a special, American Adjunct Lager in Berliner Weisse fashion, and then aged it in our cypress lagering tank with 2 strains of brett and then"
1042,Noble Star Collection: Tidal Disruption,Sour - Berliner Weisse,3 IBU,3.9% ABV,Berlin style wheat ale aged on blackberries. Latest in the Noble Star 
1044,Noble Star Collection: Electrik Empress,Sour - Fruited Berliner Weisse,5 IBU,5.9% ABV,"After spending a full year undergoing a long slow mixed culture fermentation in one of our original, 1936 cypress wood lagering tanks at our new Starkeller"
1045,Noble Star Collection: Apparent Horizon,Sour - Berliner Weisse,5 IBU,5.1% ABV,Rye Berliner Weisse. A sneak preview at our forthcoming Noble Star release. We put a twist on a traditional Berliner Weisse with the addition of 35% rye
1046,Noble Star Collection: Harmony of Spheres,Sour - Fruited Berliner Weisse,4 IBU,6.5% ABV,"Crafted over the course of two years, Harmony of Spheres began with a mixed primary fermentation of lactobacillus, brettanomyces, and saccromyces. After"
1047,Noble Star Collection: Basin of Attraction,Sour - Berliner Weisse,10 IBU,5.8% ABV,"This beer is a blend of two traditional, mixed-culture Berliner Weisse interpretations, and hand-bottled and bottle-conditioned. There’s the refreshingly"
1048,Noble Star Collection: Galactic Collision,Sour - Berliner Weisse,4 IBU,5.6% ABV,"This a slightly stronger take on traditional take on a Berliner Weisse style beer. Aged for nearly a year in one of our cypress wood lagering tanks, this"
1049,Noble Star Collection: Lunar Interference,Sour - Berliner Weisse,4 IBU,7% ABV,"A strong, dark experimental take on a Berliner Weisse. Brewed using traditional methods, fermented with an authentic mixed culture and then aged for nearly"
1050,Black Prism,Sour - Berliner Weisse,5 IBU,6.5% ABV,"Black currant. This sour is the result of brewing a big, dark, malty beer in a typical Berliner Weisse fashion. Black Prism has a deep acidity with a"
1051,Noble Star Collection: Solar Evolution,Sour - Berliner Weisse,4 IBU,6.9% ABV,Flanders Red-Inspired Berlin-Style Wheat Ale. Aged with Brettanomyces Bruxellensis in cypress wood lagering tanks fo
1052,Binary Storm,Sour - Fruited Berliner Weisse,5 IBU,5% ABV,"We combined two different traditionally made Berliner Weisses that had both aged for a year in a pair of our original, 80 year-old cypress wood foudres"
1054,Alpha State,Sour - Flanders Red Ale,5 IBU,6.4% ABV,The base of this ale started out as an homage to the beer that inspired us to start the Noble Star Collection. Alpha State takes that beer one step further
1055,Berry Go-Round Sour,Sour - Fruited Berliner Weisse,5 IBU,5% ABV,"Brewed for the MN State Fair, this beer is refreshingly tart and dry, bursting with raspberries, blackberries, strawberries and blueberries flavors atop"
1056,"Two To Tango, Three To Mango",Sour - Fruited,5 IBU,5% ABV,"Two to Tango, Three to Mango is a traditionally brewed, mixed-culture Berliner Weisse aged for one year in our wood lagering tanks and then aged an additional"
1057,Starkeller Static Transmission,Sour - Berliner Weisse,3 IBU,7% ABV,"The newest addition to our Starkeller line up. Static Transmission pours a hazy gold in color and is bursting with the aromas of fresh wildflowers, lemons"
1058,Adaptive Matter,Sour - Fruited Berliner Weisse,4 IBU,4.8% ABV,"Jam-packed with fruity flavors, this beer has the sweet and sour combination nailed. Seriously. Passion fruit, mangos, and guava front and center. Need"
1061,Funk Junction Peach,Sour - Fruited Berliner Weisse,5 IBU,5.5% ABV,Made exclusively for our first annual Funk Junction Sour Beer Festival. A mixed culture Berliner Weisse that aged for nearly a year before being transferred
1062,Planetary Gearbox,Sour - Berliner Weisse,6 IBU,5.8% ABV,"Brewed for the Red Stag Block Party in collaboration with Sociable Cider Werks. A mixed culture Berliner Weisse base aged for over a year, then aged 50/50"
1064,IPA (Incredible Pale Ale),IPA - American,40 IBU,6.9% ABV,HenHouse IPA is the sun at the center of our hoppy beer solar system and its gravity keeps everything else rotating nicely. Making this beer year round
1085,Stoked! Citra,Pale Ale - American,65 IBU,5.4% ABV,Rotating single hop series
1086,Stoked! Simcoe,Pale Ale - American,35 IBU,5.4% ABV,"Stoked! Pale Ale is our rotating single hop pale ale. Each batch is made with a different hop variety, allowing us to experiment with new hops and processes."
1087,Reptilian Shadow Government,IPA - Imperial / Double New England / Hazy,65 IBU,8.6% ABV,"We took our Deep State IPA a few layers deeper and packed in even more Citra & Amarillo hops to give off flaves of peach rings, crushed pineapple & some"
1089,2x4 DIPA,IPA - Imperial / Double,100 IBU,9.9% ABV,"2x4 has a stupid amount of hops, layered on a light malt base that gives way to notes of pine, citrus, and tropical fruit. While there are many great"
1090,Melvin IPA,IPA - American,80 IBU,7.5% ABV,"You can't always get what you want..... but sometimes you get lucky. It's all about the right hops, at the right time. This is how Melvin Grew Up. Fruity,"
1091,Hubert,Pale Ale - American,66 IBU,6% ABV,"Hubert? I've heard of him. A friend of a friend knows him. Apparently he's awesome, but we've never met. Well. It's about time you did. Some would just"
1092,Killer Bees,Honey Beer,15 IBU,5% ABV,"Clean, smooth, slow motion, easy drinkin', honey. The palate cleanser extraordinaire. Perfect for mowing your unwatered lawn, sipping in the shower, or"
1093,Citradamus,IPA - Imperial / Double,88 IBU,9.5% ABV,"Dear Enjoyer, The great Citradamus predicts that this will be the best IPA that you have ever had. Go ahead, put this beer up in your grill. Smell that?"
1094,* (Asterisk),IPA - Imperial / Double,88 IBU,9% ABV,"2x4’s award winning cousin. The * Imperial IPA uses copious amounts of mosaic hops that give this beer strong notes of tropical fruit, stone fruit, mango"
1095,Drunken Master,IPA - Imperial / Double,95 IBU,9% ABV,"Born out of the Melvin R&D facility on Wyoming’s West Coast, also known as the closet. Brewed with a blend of Columbus, Citra and some Top-Secret hops"
1096,Heyzeus,Lager - Pale,10 IBU,5.2% ABV,Mexican Lager. Halfway between awesome and fantastico but with the quality you expect from the great Cervaceria de Melvin. Super simple with an abv that
1097,Hop Shocker,IPA - Imperial / Double,95 IBU,8% ABV,"Don’t touch me, ’cause I’m electric. And if you drink me, you’ll get SHOCKED! Experience pure uncut lupulin powder. In their clandestine lab, in the wild"
1098,Your IPA,IPA - American,88 IBU,7.1% ABV,"Initially, when making this beer, the idea was that we would be using Columbus hops as the defining character. But then we had a realization…using lupulin"
1099,Back In Da Haze,IPA - New England / Hazy,58 IBU,6.4% ABV,"From melvinbrewing.com: ""Back in da haze of the TMU days, we were dropping fresh loads of hops into our beers after the boil, and even more in the fermenter."
1100,Chuck Morris,IPA - Imperial / Double,98 IBU,8% ABV,"Chuck Morris is a Double IPA that will roundhouse kick, karate chop and machine gun its way to your heart. Dry hopped to perfection, power-packed like"
1101,Cloudy 5000,IPA - Imperial / Double New England / Hazy,60 IBU,8.5% ABV,"We revved up the Melvin machine to maximum juice per minute for this hazy RIIPA. Additions of flaked oats and wheat create a pillowy mouthfeel, and massive"
1102,Lambda Lambda Lambda,IPA - Triple,100 IBU,13% ABV,The crew at Melvin decided to push their system to the max on all levels. Brewed with 4 plus lbs of Simcoe and Mosaic hops per barrel then double dry
1103,Pilsgnar,Pilsner - Other,45 IBU,4.8% ABV,"We are constantly inspired, refreshed and challenged by the rugged yet beautiful terrain on the West Coast of Wyoming. The beer you are holding is liquid"
1104,Juice Theorem,IPA - American,50 IBU,7% ABV,"Since its Alpine inception, the lab has always been an integral part of Melvin Brewing. Our team of rad scientists has now proposed a theorem: that clear"
1105,Scenario,Porter - Other,60 IBU,6% ABV,"As we combined all the juice from the mind, our brewers created this robust porter with roasted malt, oats and midnight wheat, then a touch of hops for"
1106,Thaiger Style,IPA - American,51 IBU,5.4% ABV,"Our sessionable West Coast-style pale ale built on Simcoe, Mosaic and Citra with the faintest hint of bitterness - reminiscent of that delicious and bright"
1107,Boom ShakAzacca,IPA - Imperial / Double New England / Hazy,60 IBU,8.4% ABV,"For our newest RIIPA release we had to go hard in the paint, filling up this hazy imperial IPA with wheat and oats, triple-double dry hopping it with"
1108,The Life Hopquatic,IPA - New England / Hazy,40 IBU,7% ABV,"“Now if you’ll excuse me, I’m going to go on an overnight drunk, and in ten days I’m going to set out to find the shark that ate my friend and destroy"
1110,2 X Thor,IPA - Imperial / Double,100 IBU,9.9% ABV,"2x4 fermented with Kveik, a Norwegian farmhouse yeast, that infuses a little bit of peach, pineapple funk into 2x4's heady "
1111,Star Valley IPA,IPA - Session,50 IBU,5% ABV,"In 2015, team Melvin packed our bags and followed the river south from Jackson to Star Valley. We built our brewing Mothership and started churning out"
1113,Dry Hopper's Guide To the Galaxy,IPA - Imperial / Double,90 IBU,9% ABV,"For our newest RIIPA release, the Melvin brew crew put on their helmets and went extraterrestrial, stepping into space and exploring the vast potential"
1114,Duet,IPA - American,41 IBU,7% ABV,A West Coast IPA. Our original single IPA made with Simcoe and Amarillo hops 
1115,Nelson,IPA - Rye,40 IBU,7% ABV,"IT'S NELSON OR NOTHING Named after Nelson Sauvin, an outstanding hop varietal from New Zealand. The hop is introduced through the brewing and dry-hopping"
1116,Pure Hoppiness,IPA - Imperial / Double,61 IBU,8% ABV,"A West Coast Double IPA so mega-hopped it will take you to hop heaven. We've used hops in the boil, more hops in the giant hopback, and added to that,"
1117,Hoppy Birthday,Pale Ale - American,60 IBU,5.25% ABV,"“The Most Celebrated Beer in the World” Truth is, everyone has a birthday, and when you want to celebrate this sessionable hop forward pale ale is a gift"
1118,Windows Up,IPA - American,70 IBU,7% ABV,Windows Up is a single IPA made with Mosaic and Citra hops. It pours a hazy straw color and is topped with bright white beer foam. Piney aromas mingle
1119,HFS,IPA - American,48 IBU,6.5% ABV,"Yeah, it’s that good! HFS is our GABF 2016 Bronze medal winner in the Strong Ale category. This West Coast-style American IPA is light bodied and full"
1121,Mandarin Nectar,Spiced / Herbed Beer,6 IBU,6.5% ABV,An Orange Blossom Honey Ale Fresh organic orange zest and cracked coriander complement the orange blossom honey used in this ale. Like a mountain breeze
1123,Alpine Ale,Pale Ale - American,32 IBU,5.5% ABV,"Alpine Ale represents everything a good, well balanced pale ale should be: malty but not too sweet, refreshing but not too bitter, full-bodied but not"
1124,McIlhenney's Irish Red,Red Ale - Irish,13 IBU,6% ABV,An Irish Red Our most versatile beer. Good to drink as well as cook with. Light enough to quench a thirst and complex enough to accompany fine dining.
1125,Truck Trail,Pale Ale - American,31 IBU,5.5% ABV,This classic American Pale Ale features a balanced blend of Cascade and Centennial hops with dominant notes of fresh pine needles and zesty citrus rin
1127,Exponential Hoppiness,IPA - Triple,100 IBU,11% ABV,This Hop Monster uses multiple kettle hop additions with the technique of doubling the hop amount each addition (exponentially). Add in the hop back and
1132,OG Lemon Haze,IPA - New England / Hazy,30 IBU,6.5% ABV,"This hazy IPA is brewed with citrusy hops that boast beautiful lemon blossom, citrus and berry aromas with notes of fresh apple, peach and meyer lemon"
1134,6x9,IPA - American,60 IBU,6% ABV,Collaboration with Melv
1139,Truth,IPA - American,75 IBU,7.2% ABV,"Intensely hopped, dry IPA with Centennial, Citra, Amarillo and Simcoe Hops. We hop this at a rate of 3lbs/bbl to rev up peach, mango and passion fruit"
1141,Cougar,Blonde Ale,25 IBU,4.8% ABV,"This bright blonde ale shines a brilliant malt character. Born of breezes, captured sunlight and whiffed, this beer is a balanced yet dry siren whose"
1142,Dad,Red Ale - American Amber / Red,45 IBU,6% ABV,"This hoppy Holiday Red Ale has a blend of hop spice, citrus and some caramel malts to raise the holiday spirit in thi"
1143,Franz,Märzen,20 IBU,5.4% ABV,"Franz is our Oktoberfest beer. He’s an autumnal brew, a bit of a dreamer, often hikes in the Alps and comes back with great ideas for delicious malts"
