,Name,style,IBU,ABV,Description
1180,Richard Cranium,Extra Special / Strong Bitter,26,5.1,Extra Special / Strong Bitter
1181,Chin Wag,Extra Special / Strong Bitter,38,5.8,Extra Special / Strong Bitter
1182,Early To Rise,Extra Special / Strong Bitter,26,5.3,Extra Special / Strong Bitter
1183,Extra StormBreaker,Extra Special / Strong Bitter,46,5.8,World Beer Cup 2022 Gold M
1184,Extra Special Beer (ESB),Extra Special / Strong Bitter,16,5.4,Extra Special / Strong Bitter
1185,Bière De Coupage,Farmhouse Ale - Bière de Coupage,27,6.3,Blended farmhouse al
1186,Biere De Coupage,Farmhouse Ale - Bière de Coupage,18,6.0,Farmhouse Ale - Bière de Coupage
1187,Biere De Coupage,Farmhouse Ale - Bière de Coupage,30,6.0,A 50/50 blend of double dry hopped saison and 2 year old sour be
1188,Das Wunderkind! (Blend 24),Farmhouse Ale - Bière de Coupage,10,4.5,Farmhouse Ale - Bière de Coupage
1189,Blossoming,Farmhouse Ale - Bière de Coupage,13,5.6,Farmhouse Ale - Bière de Coupage
1190,Reposé,Farmhouse Ale - Bière de Garde,12,8.3,Farmhouse Ale - Bière de Garde
1191,Maillot Noir,Farmhouse Ale - Bière de Garde,40,8.5,Sour/Oak Aged Biere de Garde with Black R
1192,Palimpsest,Farmhouse Ale - Bière de Garde,17,8.5,A sour biere de garde inspired ale fermented and aged in bourbon barrels with a mix
1193,Buford’s Roadside Wares,Farmhouse Ale - Bière de Garde,13,6.4,Farmhouse Ale - Bière de Garde
1194,Trip in the Woods: Bière de Garde,Farmhouse Ale - Bière de Garde,28,9.8,Farmhouse Ale - Bière de Garde
1195,Barrel-aged Woodthrush,Farmhouse Ale - Bière de Garde,20,6.7,Farmhouse Ale - Bière de Garde
1196,Notorious BdG - Apple Brandy,Farmhouse Ale - Bière de Garde,4,7.0,Farmhouse Ale - Bière de Garde
1197,The Lunatic,Farmhouse Ale - Bière de Garde,18,7.8,Refermented with blackberries in oak barrels with Brettanomyces and wild yeast/bacteria native to Coasta
1198,Quietly Into Empty Spaces,Farmhouse Ale - Bière de Garde,20,9.6,Bourbon Barrel aged Bier Degarde Style Ale with Brettanomyce
1199,Biere De Garde (2nd Anniversary Beer),Farmhouse Ale - Bière de Garde,30,8.6,"Our first packaged beer ever. Released in March 2016.
A beautiful blend of barrel, Belgian yeast and time. Brewed with piloncillo sugar and aged in French Oak barrels. Hints of anise and brown sugar, a tannic mouthfeel and a rewarding alcohol heat. Brewed and bottled to commemorate Lion Bridge's 2nd Anniversary.
Cheers to 2 Years! Read Less"
1200,Bière de Mars,Farmhouse Ale - Bière de Mars,30,7.0,A sustaining beer that is brewed to comfort in the gusty ides of March and welcome in a wealth of warm
1201,Biere De Mars,Farmhouse Ale - Bière de Mars,70,6.7,Farmhouse Ale - Bière de Mars
1202,Wonders Told,Farmhouse Ale - Bière de Mars,29,7.2,Farmhouse Ale - Bière de Mars
1203,Biere de Mars,Farmhouse Ale - Bière de Mars,32,7.0,Farmhouse Ale - Bière de Mars
1204,Biere De Mars,Farmhouse Ale - Bière de Mars,17,6.4,"Brewed in March, this French ale is malty and sweet. Subtle notes of honey with a slightly bready body. Mars beers are brewed to signify the transition from the darker ales of winter to the lighter ales of spring. Read Less"
1205,Bière De Mars,Farmhouse Ale - Bière de Mars,35,6.4,2021: Ale aged in apple whisk
1206,Mars Express Biere de Printemps,Farmhouse Ale - Bière de Mars,30,7.0,Farmhouse Ale - Bière de Mars
1207,MARTIAN SPRING BIÈRE DE MARS,Farmhouse Ale - Bière de Mars,40,7.35,Farmhouse Ale - Bière de Mars
1208,Joie De Vivre,Farmhouse Ale - Bière de Mars,22,7.7,Farmhouse Ale - Bière de Mars
1209,Biere De Mars,Farmhouse Ale - Bière de Mars,33,7.2,French farm style spring ale aged in Chardonnay barrels with champ
1210,Here Comes the Sun,Farmhouse Ale - Bière de Mars,24,5.6,Farmhouse Ale - Bière de Mars
1211,Trippin’ Amber Biere De Mars,Farmhouse Ale - Bière de Mars,25,8.0,Farmhouse Ale - Bière de Mars
1212,Biere De Mars,Farmhouse Ale - Bière de Mars,30,7.4,"Maris Otter, Munich, wheat, Amber, rye, and biscuit. Brewers gold, Simcoe, and Tettbanger. Arde"
1213,Augmenter,Farmhouse Ale - Bière de Mars,30,6.2,Farmhouse Ale - Bière de Mars
1214,Blink,Farmhouse Ale - Bière de Mars,16,4.6,Farmhouse Ale - Bière de Mars
1215,Life On Mars,Farmhouse Ale - Bière de Garde,20,5.9,Farmhouse Ale - Bière de Garde
1216,Biere De Mars,Farmhouse Ale - Bière de Mars,25,6.8,Farmhouse Ale - Bière de Mars
1217,A bretter Day,Farmhouse Ale - Bière de Mars,23,5.5,Bière de Mars ale brewed with a blend of House yeast and Bre
1218,Spring Brew Bière de Mars,Farmhouse Ale - Bière de Mars,27,6.9,Farmhouse Ale - Bière de Mars
1219,The Parking Lot,Farmhouse Ale - Grisette,35,5.2,Farmhouse Ale - Grisette
1220,Liberty Bell 7,Farmhouse Ale - Grisette,25,5.6,Farmhouse Ale - Grisette
1221,La Vie En Rose (Batch 10),Farmhouse Ale - Other,10,5.7,Farmhouse Ale - Other
1222,Sahati,Farmhouse Ale - Sahti,15,9.26,Farmhouse Ale - Sahti
1223,Seven Cups,Farmhouse Ale - Sahti,5,8.3,Farmhouse Ale - Sahti
1224,Barrel Bear,Farmhouse Ale - Sahti,24,8.0,Farmhouse Ale - Sahti
1225,Sah'tea,Farmhouse Ale - Sahti,6,9.0,Farmhouse Ale - Sahti
1226,Viking Ale,Farmhouse Ale - Sahti,16,12.1,Farmhouse Ale - Sahti
1227,Shaggy Blue Rug,Farmhouse Ale - Sahti,18,7.8,Farmhouse Ale - Sahti
1228,Sauna Society Sahti,Farmhouse Ale - Sahti,25,8.2,Farmhouse Ale - Sahti
1229,Norse Nectar,Farmhouse Ale - Sahti,25,5.7,Junip
1230,Summer Sahti,Farmhouse Ale - Sahti,8,5.4,Farmhouse Ale - Sahti
1231,Finnishing School,Farmhouse Ale - Sahti,20,7.5,Farmhouse Ale - Sahti
1232,Sahti,Farmhouse Ale - Sahti,21,5.1,"A relatively unknown style, a Sahti is a traditional ale originating in Finland. Brewers have been known to ferment bread to make this beer, and if you look hard enough you can taste the flavors of grandmas homemade bread in this brew. We are proud to use hand foraged Arizona Juniper branches and berries in our version of this tasty brew. Read Less"
1233,Sif's Gift,Farmhouse Ale - Sahti,45,6.7,Farmhouse Ale - Sahti
1234,Batch #15 Modern Sahti,Farmhouse Ale - Sahti,35,8.5,Farmhouse Ale - Sahti
1235,Juniper Rye Pale Ale,Farmhouse Ale - Sahti,32,6.0,Farmhouse Ale - Sahti
1236,Saison du Fermier (Blend #3),Farmhouse Ale - Saison,10,7.0,"Saison du Fermier is a Chardonnay barrel-fermented Saison. It is the harmony of new and old. It is robust and has the paler color of modern Saisons, yet it is balanced with the brightness, depth and rustic character of Brettanomyces and Lactobacillus found in traditional Saisons. This farmhouse ale was fermented in and aged in wine barrels for several months. Read Less"
1237,Barrel-Aged Superfest,Festbier,12,12.0,Festbier
1238,Festbier,Festbier,25,6.7,Fest
1239,Geisterfalke,Festbier,23,5.8,Festbier
1240,Freiheit!,Festbier,28,5.7,Festbier
1241,Culture Keepers Festbier,Festbier,25,5.8,Festbier
1242,Volksbier,Festbier,18,5.3,Festbier
1243,Meadow,Festbier,25,5.5,Festbier
1244,German Overalls,Festbier,25,5.5,Festbier
1245,Brauhaus Festbier,Festbier,20,5.5,Festbier
1246,Orctoberfest,Festbier,20,6.8,Festbier
1247,Doktoberfest,Festbier,24,6.6,Festbier
1248,Festbier,Festbier,20,6.0,Munich style festbier lager with
1249,Cafe Latte,Flavored Malt Beverage,12,5.0,Flavored Malt Beverage
1250,Jake's Malt Lemonade,Flavored Malt Beverage,1,5.0,Flavored Malt Beverage
1251,Genesee Ice,Freeze-Distilled Beer,15,5.5,Freeze-Distilled Beer
1252,Bud Ice,Freeze-Distilled Beer,15,5.5,Freeze-Distilled Beer
1253,Natural Ice,Freeze-Distilled Beer,5,5.9,Freeze-Distilled Beer
1254,Gluten FREEk,Gluten-Free,78,8.0,Gluten-Free
1255,Blueberry CFB,Gluten-Free,5,6.0,Gluten-Free
1256,Peach CFB,Gluten-Free,5,6.0,"Cider Flavored Beer, or CFB is gluten free. Tastes like biting into a fresh peach! Both tart and sweet, super refreshing real pe"
1257,Co-Conspirator,Gluten-Free,5,5.4,A
1258,Imperial Darkness,Gluten-Free,62,9.0,Gluten-Free
1259,Strawberry CFB,Gluten-Free,5,6.0,Gluten-Free
1260,Ceal Team Cantaloupe Sour,Gluten-Free,8,5.0,Gluten-Free
1261,Glutenous Minimus,Gluten-Free,60,6.9,Gluten-Free
1262,Pineapple CFB,Gluten-Free,5,6.0,Gluten-Free
1263,Hazy IPA,Gluten-Free,29,6.7,Gluten-Free
1264,Cyder Esque,Gluten-Free,17,5.0,"This apple graph is as close to a cider as you can cut it. Gluten reduced with hints of white wines, this cider is a cri"
1265,Aurochs Porter,Gluten-Free,41,5.78,Gluten-Free
1266,Pumpkin Ale,Gluten-Free,11,6.3,"Brewed with pumpkin and a variation of roasted and carmelized millet. Spiced with cinnamon, pumpkin spice, honey an"
1267,New Grist Gose With Lime,Gluten-Free,10,5.1,Gluten-Free
1268,Mama Said Gluten Is the Devil!,Gluten-Free,13,5.0,Gluten-Free
1269,Peak Buster Double IPA,Gluten-Free,95,8.0,Gluten-Free
1270,Hazy IPA,Gluten-Free,31,6.8,Gluten-Free
1271,Truth In the Juice IPA,Gluten-Free,31,5.0,Gluten-Free
1272,Boneshaker Amber,Gluten-Free,36,5.7,Gluten-Free
1273,Marvelroast,Golden Ale,20,8.0,Golden Ale
1274,Coffee Chocolate Golden Ale,Golden Ale,15,6.2,Cold brew True Stone European 5 bean dark roast coffee and chocolate added to finished
1275,Brandy Barrel-Aged Belgian-Style Golden Ale,Golden Ale,20,12.4,"- Aromas of vanilla, cloves and peaches imparted by Belgian yeast and American brandy barrels

- Pairs with beer battered fried fish, triple creme brie, fruit pastries Read Less"
1276,Nectarine Golden Ale,Golden Ale,9,6.9,Golden Ale
1277,Peanut Butter Cup,Golden Ale,23,7.5,~DESSERT ALE ~Pure liquid cacao & roas
1278,A Finer Temptress,Golden Ale,20,6.8,"Golden Ale brewed with oats and Daily Grind ""Crème brul"
1279,Consensus,Golden Ale,12,5.8,Golden Ale
1280,The Ticket Chocolate Beer,Golden Ale,12,5.9,Golden Ale
1281,Banshee Cutter,Golden Ale,18,5.5,Golden Ale
1282,Golden Oatie,Golden Ale,10,7.1,"A golden ale with coffee, cocoa nibs a"
1283,Rustic Sunrise,Golden Ale,18,4.8,Coffee infused
1284,Gin Barrel Aged Melt My Brain,Golden Ale,6,9.0,Golden Ale
1285,Sauv Blanc Golden Ale,Golden Ale,9,6.9,Golden Ale
1286,Cold Drip City,Golden Ale,24,5.8,"Coffee Ale; surprisingly lite and flavor rich, I understand it was a difficult beer to make, but I'm happy Ste"
1287,Espress' Yo'self Golden Ale,Golden Ale,22,5.7,"Formally known as ""Chocolate Coffee Golden Ale"" this is WBC’s unique take on a coffee beer. Espress' Yo' Self is a American Golden style ale with a cool twist. We partnered with Folly Coffee Roasters and cold steeped their delicious house blend bean into this beer. With 1 pound of coffee per barrel, this ale has a unique blend of hops to compliment the character of the coffee and finished with a generous dose of chocolate flavor for good measure. Brilliant gold in color with all the properties of a dark beer, the Chocolate Coffee Golden Ale is sure to surprise your taste buds. Cheers! Read Less"
1288,Bird-Day Vol. II,Golden Ale,25,7.0,Tangerine Tartness • Floral and Agave Aromas • Vanilla-like To
1289,Merlot Grapes,Grape Ale - Italian,10,12.0,Grape Ale - Italian
1290,Sauvignon Blanc Grapes,Grape Ale - Italian,10,12.0,Grape Ale - Italian
1291,Malbec,Grape Ale - Italian,15,11.9,Grape Ale - Italian
1292,Syrah Grapes,Grape Ale - Italian,15,12.0,Grape Ale - Italian
1293,The Fox and the Grapes,Grape Ale - Italian,30,8.6,Grape Ale - Italian
1294,Celebration Grapes,Grape Ale - Italian,5,12.0,Grape Ale - Italian
1295,Pinot Gris Grapes,Grape Ale - Italian,10,12.0,Pinot Gris Grapes is a Brut Fruit Tart Ale a sour beer co-fermented with pinot gris 
1296,Dionysian Series #6: Euterpe,Other,80,12.8,"45% Barbers grape myst, spontaneousl"
1297,Two Buck Chuck,Grape Ale - Italian,15,7.5,Grape Ale - Italian
1298,Evolet,Other,20,7.6,Other
1299,Duvine Rouge,Grape Ale - Italian,15,7.0,An uncommon union of a wheat ale that is co-fermented with Petit Verdot and Petite Si
1300,Camerlot,Grape Ale - Italian,10,6.0,Grape Ale - Italian
1301,Simone Rosé Saison,Farmhouse Ale - Saison,12,6.4,Farmhouse Ale - Saison
1302,Violet Carson Rose,Grape Ale - Italian,8,4.3,Grape Ale - Italian
1303,Sparkling Swan,Grape Ale - Italian,22,6.5,Grape Ale - Italian
1304,My Turn: DeSantis,Grape Ale - Italian,12,8.0,Grape Ale - Italian
1305,Oak-aged Noble Rot,Grape Ale - Other,18,9.0,Grape Ale - Other
1306,Terrior Villein,Grape Ale - Other,10,6.6,Grape Ale - Other
1307,Skeleton Brut Red,Grape Ale - Other,23,9.0,Grape Ale - Other
1308,Noble Rot,Grape Ale - Other,18,9.0,Grape Ale - Other
1309,Tart Swan,Grape Ale - Other,40,6.5,"A tart, bubbly grape ale. Beer-wine hybrid is a light cool breeze accross the landscape of of the palalte. Fermented with red wine grapes gives it a purple hue. Read Less"
1310,Sixty One,Grape Ale - Other,50,6.5,Grape Ale - Other
1311,Skeleton Brut White,Grape Ale - Other,23,9.0,Grape Ale - Other
1312,Mojo Riesling,Grape Ale - Other,33,5.0,Grape Ale - Other
1313,Mixed Media,Grape Ale - Other,15,7.5,Grape Ale - Other
1314,2VINE,Grape Ale - Other,13,3.6,"2VINE brings together the best of beer & wine by fermenting wheat ale with wine juice, and finishing it off with a splash of tangerine juice. Bright, floral, citrusy & with the right amount of tart and sweet. Read Less"
1315,Grodziskie,Grodziskie / Grätzer,25,3.2,Grodziskie / Grätzer
1316,"Amara Sour (Blend #1) (A 50/50 blend of young Grodziskie and old Grodziskie matured in Zinfandel barrels coming from Napa, CA)",Grodziskie / Grätzer,24,5.0,Grodziskie / Grätzer
1317,Smoak,Grodziskie / Grätzer,18,3.3,Grodziskie / Grätzer
1318,Grodziskie (For The Clash),Grodziskie / Grätzer,40,3.3,100% Oak S
1319,Polewnik,Grodziskie / Grätzer,10,11.25,Grodziskie / Grätzer
1320,LÄCTOBÄC: SIX,Grodziskie / Grätzer,10,4.0,Smoked sour
1321,Falconry Club,Grodziskie / Grätzer,21,4.1,Grodziskie / Grätzer
1322,Smoke Session,Grodziskie / Grätzer,27,4.4,Grodziskie / Grätzer
1323,The BIG Lubelski,Grodziskie / Grätzer,20,3.9,Grodziskie / Grätzer
1324,Grätzer,Grodziskie / Grätzer,21,5.1,"A S.M.A.S.H beer, traditionally from Poland, it consists of 100% oak-smoked malt and Czech Saaz hops. A powerful aroma of smoked meats gives way to a light and smoky flavor on the palate. Read Less"
1325,Grodziskie Lager,Grodziskie / Grätzer,28,2.7,Grodziskie / Grätzer
1326,Smolder,Grodziskie / Grätzer,24,3.6,Grodziskie / Grätzer
1327,Gratzer,Grodziskie / Grätzer,20,5.5,Grodziskie / Grätzer
1328,Still Smokin',Grodziskie / Grätzer,20,3.7,Grodziskie / Grätzer
1329,Gratzer,Grodziskie / Grätzer,18,5.2,Grodziskie / Grätzer
1330,Grodzinski,Grodziskie / Grätzer,45,6.2,Grodziskie / Grätzer
1331,Grodziskie,Grodziskie / Grätzer,25,4.3,"This traditional Polish style smoked wheat is effervescent, yet dominated by oak smoke notes. Sometimes known as “Polish Champagne” the balance leans towards sessionable with a smoky emphasis and crisp, slightly bitter finish. Truly a uniquely delicious brew. Read Less"
1332,Castilian's Champagne,Grodziskie / Grätzer,23,3.1,Grodziskie / Grätzer
1333,Bernard,Grodziskie / Grätzer,22,5.4,Grodziskie / Grätzer
1334,Smoke Wheat Every Day,Grodziskie / Grätzer,20,5.5,Grodziskie / Grätzer
1335,Zorza Polarna Grodziskie,Grodziskie / Grätzer,21,4.3,"Taste 700 years of Polish history in this historic smoked wheat. Dry and effervescent, this beer starts off light and mellow while finishing with a deep smoky aroma. Read Less"
1336,Atmosbier,Grodziskie / Grätzer,11,4.0,"Lightly sour, lightly smoked"
1337,Grodziskie,Grodziskie / Grätzer,22,4.1,Grodziskie / Grätzer
1338,Grodziskie,Grodziskie / Grätzer,35,3.8,Grodziskie / Grätzer
1339,Grodziskie,Grodziskie / Grätzer,30,3.8,Grodziskie / Grätzer
1340,Grätzer,Grodziskie / Grätzer,30,4.1,Grodziskie / Grätzer
1341,Piwo Grodziskie,Grodziskie / Grätzer,27,3.5,Grodziskie / Grätzer
1342,Batch #87 Grodziskie,Grodziskie / Grätzer,10,4.9,"Oak smoke, dry, refreshing. Venn's take on a traditional Polish style made entirely from 100% oak smoked wheat malt.

Malts: Oak Smoked Wheat

Hops: Warrior (United States)

Yeast: American Ale Read Less"
1343,Special Herbs,Gruit / Ancient Herbed Ale,28,5.7,Aged in two gin barrels and two third use wine casks that were full of spent peaches carrying their own mix of yeasts an
1344,Paardebloem,Gruit / Ancient Herbed Ale,10,9.2,Gruit / Ancient Herbed Ale
1345,Nestor's Cup,Gruit / Ancient Herbed Ale,3,4.9,"An ancient Mycenaean-inspired beer (c.1600-1100 BCE) brewed with 6-row barley, einkorn wheat, acorn flour, figs, and el"
1346,Tip Ta Tip,Gruit / Ancient Herbed Ale,16,10.9,Gruit / Ancient Herbed Ale
1347,Kvasir,Gruit / Ancient Herbed Ale,13,10.0,"Dogfish Head’s Ancient Ale Kvasir revives hybrid Scandinavian grog. Tart hybrid beverage brewed with lingonberries, herbs, b"
1348,Decorah Nordic Gruit,Gruit / Ancient Herbed Ale,1,5.8,"Hop-less, light. Juniper, black walnut, bay leaf, bog myrtle, rosemary, caraway. GABF meda"
1349,Sourry Not Sourry,Gruit / Ancient Herbed Ale,4,4.2,Gruit / Ancient Herbed Ale
1350,Chaparral,Gruit / Ancient Herbed Ale,23,6.0,"OG Chaparral Ale, Brewed light and Dry, Bitterer and Flavored with Subtle Wild Sages and "
1351,"Me, You, Happoshu!",Happoshu,20,4.8,"Delicate Citrus Flavors • Honey, Toasty Malt • Floral, Crisp Notes • Refreshi"
1352,Hot Ginger,Hard Ginger Beer,6,5.0,Hard Ginger Beer
1353,Gingers Are Peachy,Hard Ginger Beer,20,5.4,"Brewed with ginger and blended with peach puree, a light and refreshing ale with a slight tingl"
1354,SPF 100,Hard Ginger Beer,1,11.75,Hard Ginger Beer
1355,Dark And Stormy Ale,Hard Ginger Beer,20,7.4,"Our brewers love taking on a classic cocktail. With Dark and Stormy Ale, the idea is to get the ginger spice to play off the vanilla, cinnamon and oaky notes of the rum. This beer-cocktail hybrid was pitched by our tasting room lead Kyle Bolte. Read Less"
1356,Old Hag,Hard Ginger Beer,32,6.5,This ale is rich and malty with hints of molasses. Ginger and spices combine for a taste perfect for the holi
1357,Ginger Pale Ale,Hard Ginger Beer,35,5.0,Hard Ginger Beer
1358,Passionfruit Blood Orange,Hard Kombucha,45,7.0,Hard Kombucha
1359,Koffie Koyt,Historical Beer - Other,18,6.1,Historical Beer - Other
1360,Archetype,Historical Beer - Other,37,7.5,Historical Beer - Other
1361,Midas Touch,Historical Beer - Other,12,9.0,Historical Beer - Other
1362,Schöps,Historical Beer - Other,34,5.8,"This is a Polish Chocolate Wheat Beer, made with 74% European Dark Wheat complimented by Pilsner and Dark Chocolate malts, with a low hop character to round it out. Made popular in the 16th century, this is not like any wheat beer you’ve ever had. Read Less"
1363,Sticke Together,Historical Beer - Other,40,6.3,Historical Beer - Other
1364,Honig Gottin,Historical Beer - Other,23,5.8,Historical Beer - Other
1365,Missing Linck,Historical Beer - Other,18,5.6,Historical Beer - Other
1366,Poplar St. Porter,Historical Beer - Other,20,5.5,Historical Beer - Other
1367,Black Rose Broyhan,Historical Beer - Other,21,5.0,"Aldus, Miscreation, and Something Wicked Collaboration. A modern take on a 400 year old recipe from Hanov"
1368,Dark Schöps,Other,23,6.3,"Originating in the Prussian city of Breslau in the 1300’s, Schöps were ales brewed with dominating proportions of wheat, and exuding a strong bready, malt character, with a mild, nutty sweetness and presenting as highly drinkable. Our interpretation of this historic style was brewed in collaboration with our friends at Heirloom Rustic ales, and focuses on the dark variant of this near extinct beer. We used over 60% German origin wheat malt, and added a kiss of Oklahoma Gallagher Wheat to pay tribute to the home of our co-conspirators, then cap sparged with dark malts to attain an exceptionally smooth roasted character and finished with an old cask strain of yeast. Read Less"
1369,The Smoking Swede,Historical Beer - Other,22,5.5,Historical Beer - Other
1370,Messer - Kottbusser,Historical Beer - Other,20,7.1,Historical Beer - Other
1371,Kuehl Kuyt,Specialty Grain,35,6.2,Specialty Grain
1372,Chateau Jiahu,Historical Beer - Other,10,10.0,Historical Beer - Other
1373,Broyhan,Historical Beer - Other,17,4.3,Historical Beer - Other
1374,Birdseye Kottbusser-Style Honey Wheat Ale,Wheat Beer - Hefeweizen,30,6.0,"Birdseye is Baerlic’s take on the long lost Kottbusser style beer originally brewed in Cottbus, Germany. Unfortunately, this style went the way of the Dodo bird as the German Beer Purity Law banned brewing beer with wheat, oats, honey and molasses. Birdseye is brewed with a blend of local honey, barley malt, Bob’s rolled oats and molasses, and kettle soured for a mellow, tart finish. Read Less"
1375,"Kahiki Historical Ale (Ki Root (Ti), Ko (Sugar Cane), Kalo (Taro), Niu (Coconut), Olena (Tumeric) and Ulu (Breadfruit))",Malt Beer,15,5.3,Malt Beer
1376,Broyhan Lager,Historical Beer - Other,20,5.2,Historical Beer - Other
1377,Kuyt,Other,8,4.9,"This Dutch historical style is brewed with 50% oats, 25% wheat, and 25% barley and a healthy dose of sweet gale and fermented with a blend of German and Belgian yeast. Read Less"
1378,Kottbusser,Wheat Beer - American Pale Wheat,18,5.8,Kottbusser. Historical style. Clean fermented northern German wheat beer brewed with oa
1379,Snow Drop,Historical Beer - Other,10,7.1,Historical Beer - Other
1380,Kottbusser,Honey Beer,15,5.5,Old School German Spring Beer made
1381,Scurry,Historical Beer - Other,18,5.3,Historical Beer - Other
1382,Ringling Family Original,Historical Beer - Other,4,3.8,Historical Beer - Other
1383,Apricaustic,Honey Beer,86,16.5,Honey Beer
1384,Bienenstich Bier,Honey Beer,17,9.2,"Imperial Sour Honey Ale with local Colorado Honey, Almonds, Milk Sugar, "
1385,Honey Please With A Cherry On Top™,Honey Beer,37,12.75,Imperial version of our award-winning Honey Please™ fermented with Kveik yeast and conditioned on Texas wildflower honey and ch
1386,4 Million Bees And More Hops,Honey Beer,68,8.8,"4 Million Bees and More Hops is a special version of 2 Million Bees and Some Hops that is brewed with double the orange blossom honey and double the amount of Citra and Idaho 7 hops in the dry hop as the original. A little sweeter, a little hoppier, and just as delicious. Read Less"
1387,"Honey, Just One More",Honey Beer,10,4.2,Honey Beer
1388,Eille,Honey Beer,15,7.5,Honey Beer
1389,Surrealista,Honey Beer,20,7.0,Honey Beer
1390,Bourbon Buzz,Honey Beer,36,10.0,"This is a rich and tasty honey ale aged in a bourbon barrel. The aroma is honey and dark fruits (plum, raisin, red grape, prune) as is the initial flavor. The ale develops into a boozy bourbon bite, finishing with a deep honey flavor. Offering 10% ABV, this alcohol-forward brew features a complexity and depth only a year in a bourbon barrel can achieve. It pours a dark caramel color with a tan head and a medium body with light carbonation. Read Less"
1391,Karibu,Honey Beer,45,7.6,Honey Beer
1392,Valkyrie,Honey Beer,14,5.5,Honey Beer
1393,Obscenity .,Honey Beer,15,7.1,"This experimental raw beer was made with equal extract contribution from malted barley, unmalted wheat, and honey. Unlike most beers, Obscenity was never boiled. Instead, the beer was brought to 180°F for a whirlpool addition of Rakau hops before being cooled for primary fermentation at above 90°F with Norwegian Kveik yeast. To accentuate the yeast’s tropical flavors, the beer was dry-hopped with additional Rakau. Read Less"
1394,Aldrin,Honey Beer,25,8.0,"Clean and bright Saison du Miel, Honey Saison. Made with vibrant Orange Blossom honey fr"
1395,Fourth Anniversary Lager,Honey Beer,17,8.0,Honey Beer
1396,Be Cool Honey Bunny,Honey Beer,25,5.1,24 lbs. of local Honey Hutch honey brewed into a nice light ale. This is the ale to enjoy on a hot day! Be cool honey bunn
1397,Hauptstrasse,Honey Beer,24,5.8,"Kottbusser is an historic German beer made with pilsner, wheat and oats that combine for a light, creamy mouthfeel. Fresh, local honey provided
by our friends Circe’s Run Farm out of Strasburg, VA. is combined with drippy, sticky molasses, creating a subtle
honeysuckle sweetness that plays well with a light malt backbone. Hopped with Hallertauer,
Magnum and Sazz, lends a balance of spice and bitterness. Our love of German beer styles
runs deep at Front Royal Brewing Co., as does our affection for our home on East Main Street.
So what better way to name this beer than “Hauptstrasse” which is German for Main Street. Read Less"
1398,Just Bee Nice,Honey Beer,11,4.8,Honey Beer
1399,Dru’s Brew Honey Ale,Honey Beer,14,9.7,Honey Beer
1400,Honey Wheat,Honey Beer,23,5.9,"We use 5 lbs of local honey per barrel from Long’s Honey Farm in Hershey, Nebraska to brew this smooth wheat ale with a noticeable ho"
1401,Bee Civil Honey Wheat Beer,Honey Beer,20,5.4,Honey Beer
1402,Homegrown,Honey Beer,9,4.8,Honey Beer
1403,You Don't Own Mead,Honey Beer,28,7.2,"This beer is a toast to all the hard-working ladies on the front lines and behind the scenes in our local breweries. This dry-hopped honey ale was brewed with 20% honey and fermented with an English yeast to produce a rich, fruity but dry and drinkable old world ale. Remember fellas, you don’t own mead. Read Less"
1404,5th Anniversary Barrel Aged Naked Pig,Honey Beer,30,7.0,"Cascade, Columbus & Apollo hops with 2-Row & Munich malts. Juniper, peppercorn & Rosemary spices with Alabama wildfl"
1405,Distributed Denial of Service,Kellerbier / Zwickelbier,36,5.0,Kellerbier / Zwickelbier
1406,Das Ist Zwickelbier,Kellerbier / Zwickelbier,25,5.5,Kellerbier / Zwickelbier
1407,Keller Series: Marzen,Kellerbier / Zwickelbier,28,5.5,Kellerbier / Zwickelbier
1408,Das Ist Kellerbier,Kellerbier / Zwickelbier,35,5.2,Kellerbier / Zwickelbier
1409,STiVO,Kellerbier / Zwickelbier,35,5.3,Kellerbier / Zwickelbier
1410,Zwickelbier,Kellerbier / Zwickelbier,20,5.0,Kellerbier / Zwickelbier
1411,Ketzer Lager,Kellerbier / Zwickelbier,20,4.8,Kellerbier / Zwickelbier
1412,Kellerbier,Kellerbier / Zwickelbier,26,5.0,Kellerbier / Zwickelbier
1413,Afterlife,Kentucky Common,12,5.8,Kentucky Common
1414,Aloha Miami,Kentucky Common,20,6.0,"This Kentucky style common ale is inspired by the Plantation Tea found in Hawaii. Aloha Miami was brewed in collaboration with Inu Island Ales and is an easy-drinking, sour brown ale with a slight sweet and tart profile in infused with fresh pineapples. Read Less"
1415,Shannon the Dude's Brew,Kentucky Common,15,4.9,Kentucky Common
1416,Square Dancing,Kentucky Common,25,4.5,Kentucky Common
1417,Hills-N-Hollers,Kentucky Common,20,4.4,Kentucky Common
1418,Bluegrass Hero,Kentucky Common,24,5.8,Kentucky Common
1419,The Hero of Canton,Kentucky Common,22,6.0,Kentucky Common
1420,Kentucky Common,Kentucky Common,24,5.5,Kentucky Common
1421,Coffee Uncommon,Kentucky Common,24,5.0,Kentucky Common
1422,Spiderland,Kentucky Common,15,6.0,Kentucky Common
1423,Penn's Common,Kentucky Common,21,4.7,Kentucky Common
1424,Vermont Common,Kentucky Common,18,4.5,Kentucky Common
1425,Angry Banjo,Kentucky Common,14,5.8,Kentucky Common
1426,Volstead Act Kentucky Common,Kentucky Common,25,6.5,Kentucky Common
1427,Kentucky Common,Kentucky Common,21,6.2,Kentucky Common
